TranscriptID,TranscriptID_3,UniprotID,Gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,tax_id,Org_name.new_name,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1,Length,EffectiveLength,Overdispersion,logFC,logCPM,PValue,FDR
PB.961.2|252a13|path0:37-2083(+)|transcript/12578|m.1739,PB.961.2|252a13|path0:37-2083(+)|transcript/12578,Q6P4Y9,atp6v1c1,96.335,382,14,0,1,1146,1,382,0,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.471.1|11ae08|path10:1-1948(+)|transcript/13406|m.790,PB.471.1|11ae08|path10:1-1948(+)|transcript/13406,Q6AYE4,atp6v1c2,70.588,425,80,2,1,1140,1,425,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1623.71058211054,1,-0.613747610395417,6.86617340050275,0.261435175879638,0.936655362629289
PB.471.2|11ae08|path10:22-1744(+)|transcript/16025|m.791,PB.471.2|11ae08|path10:22-1744(+)|transcript/16025,Q6AYE4,atp6v1c2,70.588,425,80,2,1,1140,1,425,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.472.1|11ae08|path6:1-1635(+)|transcript/16770|m.793,PB.472.1|11ae08|path6:1-1635(+)|transcript/16770,Q6AYE4,atp6v1c2,67.273,220,27,2,1,525,206,425,1.94e-89,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.472.2|11ae08|path6:28-1825(+)|transcript/15720|m.794,PB.472.2|11ae08|path6:28-1825(+)|transcript/15720,Q6AYE4,atp6v1c2,70.588,425,80,2,1,1140,1,425,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.473.1|11ae08|path7:1-1893(+)|transcript/15003|m.795,PB.473.1|11ae08|path7:1-1893(+)|transcript/15003,Q6AYE4,atp6v1c2,70.588,425,80,2,1,1140,1,425,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.473.2|11ae08|path7:17-1784(+)|transcript/15641|m.796,PB.473.2|11ae08|path7:17-1784(+)|transcript/15641,Q6AYE4,atp6v1c2,70.588,425,80,2,1,1140,1,425,0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.1581.1|3c9080|path0:56-1559(+)|transcript/19868|m.2875,PB.1581.1|3c9080|path0:56-1559(+)|transcript/19868,Q5RCS8,atp6v1d,89.908,109,11,0,1,327,1,109,8.94e-63,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1027.71058211054,1.09033325166668,1.61330849825707,2.80211582695149,0.322946603983094,0.958482424973904
PB.1582.1|3c9080|path1:1-1524(+)|transcript/19142|m.2876,PB.1582.1|3c9080|path1:1-1524(+)|transcript/19142,Q5RCS8,atp6v1d,95.951,247,9,1,1,738,1,247,2.63e-154,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,1120.71058211054,1,-0.852090817060305,6.99453797702719,0.153478321416623,0.820753552077016
PB.6657.1|fda88e|path0:1-3075(+)|transcript/20776|m.12351,PB.6657.1|fda88e|path0:1-3075(+)|transcript/20776,P50518,atp6v1e1,88.496,226,26,0,88,765,1,226,8.83e-114,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265,942.710582110544,1.0605700605643,-0.352057865636977,7.31934641412259,0.537033342726939,1
PB.6657.2|fda88e|path0:5-3005(+)|transcript/3993|m.12352,PB.6657.2|fda88e|path0:5-3005(+)|transcript/3993,P11019,atp6v1e1,63.366,101,37,0,4,306,118,218,1.26e-40,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2972,2649.71058211054,1.22116282571668,-0.525726107535298,4.70679981626328,0.511174329626836,1
PB.6658.1|fda88e|path1:1-1291(+)|transcript/21292|m.12353,PB.6658.1|fda88e|path1:1-1291(+)|transcript/21292,P11019,atp6v1e1,88.053,226,27,0,85,762,1,226,1.01e-113,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.1476.1|37f22c|path0:1-1054(+)|transcript/22659|m.2699,PB.1476.1|37f22c|path0:1-1054(+)|transcript/22659,P50408,atp6v1f,82.759,116,20,0,43,390,4,119,3.86e-68,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,612.737965781463,1,-0.102148275145501,4.62603512016585,0.838803500306226,1
PB.853.1|1f5f87|path0:48-1119(+)|transcript/22592|m.1533,PB.853.1|1f5f87|path0:48-1119(+)|transcript/22592,P79251,atp6v1g1,94.118,68,4,0,1,204,1,68,3.23e-12,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,661.710582110544,1.0360891490068,0.410414543703509,4.40382928375328,0.421072301767485,1
PB.854.1|1f5f87|path1:1-1088(+)|transcript/22653|m.1534,PB.854.1|1f5f87|path1:1-1088(+)|transcript/22653,P79251,atp6v1g1,94.118,68,4,0,1,204,1,68,3.23e-12,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.8607.1|transcript/24269:1-612(+)|transcript/24269|m.14413,PB.8607.1|transcript/24269:1-612(+)|transcript/24269,Q5XGW0,atp6v1g3,69.828,116,35,0,19,366,1,116,4.09e-32,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,260.107349158831,1.04287516041042,-0.980305889077112,4.92523115240415,0.0680500137964176,0.604321072745924
PB.6420.1|f4d73f|path0:1-1845(+)|transcript/14590|m.11964,PB.6420.1|f4d73f|path0:1-1845(+)|transcript/14590,Q9TVC1,atp6v1h,93.958,480,24,2,1,1425,4,483,0,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,1521.71058211054,1.02725386676829,-0.43109955507899,7.28055525740155,0.453106431865281,1
PB.6420.2|f4d73f|path0:30-2178(+)|transcript/10906|m.11965,PB.6420.2|f4d73f|path0:30-2178(+)|transcript/10906,Q9TVC1,atp6v1h,93.958,480,24,2,1,1425,4,483,0,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.9424.1|transcript/662:1-4483(+)|transcript/662|m.15221,PB.9424.1|transcript/662:1-4483(+)|transcript/662,O43520,atp8b1,81.389,360,66,1,1,1077,603,962,0,573,156563,K,Cyanistes caeruleus,111940982,0,live,ATP8B1,,ATPase phospholipid transporting 8B1,phospholipid-transporting ATPase IC,,Z,,NA,NA,,NA,NA,NA,4452,4129.71058211054,1.013869425032,0.833374643500977,4.19205651218918,0.096409227280147,0.698326832492028
PB.3635.1|88fde5|path2:1-2351(+)|transcript/7935|m.6720,PB.3635.1|88fde5|path2:1-2351(+)|transcript/7935,Q811I0,atpaf1,67.05,261,86,0,130,912,60,320,5e-129,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2317,1994.71058211054,1.03074487688576,-0.281636559104062,6.17277055117784,0.577067890236543,1
PB.4394.1|a4aaf9|path5:1-2554(+)|transcript/12981|m.8080,PB.4394.1|a4aaf9|path5:1-2554(+)|transcript/12981,Q91YY4,atpaf2,72.664,289,78,1,1,864,1,289,3.98e-154,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1647.71058211054,1.87811461272725,-0.144755301090862,2.49740554203654,0.809084372832853,1
PB.4394.3|a4aaf9|path5:6-3020(+)|transcript/9391|m.8081,PB.4394.3|a4aaf9|path5:6-3020(+)|transcript/9391,Q91YY4,atpaf2,72.664,289,78,1,1,864,1,289,3.98e-154,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.4394.4|a4aaf9|path5:10-3020(+)|transcript/15969|m.8082,PB.4394.4|a4aaf9|path5:10-3020(+)|transcript/15969,Q91YY4,atpaf2,80.498,241,47,0,49,771,49,289,8.21e-148,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747,1424.71058211054,1.54020030288859,-0.120070915499644,4.10508524186937,0.811015358911369,1
PB.4394.5|a4aaf9|path5:28-3020(+)|transcript/10578|m.8083,PB.4394.5|a4aaf9|path5:28-3020(+)|transcript/10578,Q1LZ96,atpaf2,81.132,53,10,0,152,310,227,279,1.16e-34,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163,1840.71058211054,1.35085158726918,0.447892308169063,0.272392745176135,0.646321739017294,1
PB.4394.6|a4aaf9|path5:28-2558(+)|transcript/8613|m.8084,PB.4394.6|a4aaf9|path5:28-2558(+)|transcript/8613,Q91YY4,atpaf2,72.664,289,78,1,1,864,1,289,3.98e-154,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.9041.1|transcript/4294:1-2914(+)|transcript/4294|m.14788,PB.9041.1|transcript/4294:1-2914(+)|transcript/4294,Q8BMG1,atrip,42.68,806,394,17,139,2502,30,785,1.92e-162,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881,2558.71058211054,1,-0.0721306397311372,3.9907894826852,0.884722959888615,1
PB.1877.1|470076|path0:1-3786(+)|transcript/1558|m.3429,PB.1877.1|470076|path0:1-3786(+)|transcript/1558,Q7YQM4,atrx,86.828,372,44,2,1,1107,2121,2490,2.17e-180,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759,3436.71058211054,1,0.225244054655057,4.84061807659585,0.616614996942319,1
PB.4742.1|b1c87f|path0:1-1464(+)|transcript/19782|m.8767,PB.4742.1|b1c87f|path0:1-1464(+)|transcript/19782,Q7YQM3,atrx,76.443,433,98,3,112,1404,1,431,0,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448,1125.71058211054,1.16978110650483,0.362018169970657,1.92622012975335,0.55444878153971,1
PB.4742.2|b1c87f|path0:6-1017(+)|transcript/22758|m.8768,PB.4742.2|b1c87f|path0:6-1017(+)|transcript/22758,Q7YQM4,atrx,81.695,295,51,2,124,1005,1,293,2.55e-146,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,680.710582110544,1,-5.12548240610387e-15,-2.34987744629524,1,1
PB.4742.3|b1c87f|path0:13-2373(+)|transcript/8552|m.8769,PB.4742.3|b1c87f|path0:13-2373(+)|transcript/8552,P46100,atrx,81.119,286,51,2,115,969,1,284,3.77e-140,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333,2010.71058211054,1.13623081293298,0.388959646730764,3.12223615636046,0.481710296615302,1
PB.7695.1|transcript/17400:1-1674(+)|transcript/17400|m.13450,PB.7695.1|transcript/17400:1-1674(+)|transcript/17400,Q2TBW0,atxn10,49.6,250,123,2,112,858,23,270,3.96e-80,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643,1320.71058211054,1.01481425384547,0.118529441527294,3.98674816714272,0.80742351109512,1
PB.7254.1|transcript/14023:1-1941(+)|transcript/14023|m.12996,PB.7254.1|transcript/14023:1-1941(+)|transcript/14023,O70305,atxn2,83.294,425,49,3,4,1218,863,1285,2.06e-167,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,1587.71058211054,1.12049432794617,-0.388712125019326,1.83056743862427,0.557980028485644,1
PB.9367.1|transcript/6233:1-2682(+)|transcript/6233|m.15169,PB.9367.1|transcript/6233:1-2682(+)|transcript/6233,Q8WWM7,atxn2l,55.357,560,168,18,658,2199,505,1028,9.83e-98,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646,2323.71058211054,1,0.281851713377373,0.874503479894669,0.711275097042036,1
PB.1148.1|2c5f75|path0:1-1724(+)|transcript/16987|m.2069,PB.1148.1|2c5f75|path0:1-1724(+)|transcript/16987,Q13825,auh,81.429,280,51,1,139,978,61,339,5.85e-150,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1699,1376.71058211054,1,-0.457834336310436,4.32852888700433,0.331718395105373,0.963665425291883
PB.8063.1|transcript/20325:1-1423(+)|transcript/20325|m.13855,PB.8063.1|transcript/20325:1-1423(+)|transcript/20325,Q6PBN5,aup1,54.622,357,148,5,1,1044,66,417,8.29e-125,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367,1044.71058211054,1.05355092122701,0.692830836360383,2.81380291543833,0.232665688196463,0.914892797487809
PB.654.1|19087d|path0:1-1826(+)|transcript/15335|m.1118,PB.654.1|19087d|path0:1-1826(+)|transcript/15335,Q91819,aurka-b,64.052,306,89,6,1,882,1,297,1.05e-126,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,1504.71058211054,8.9526541391462,-5.12548240610387e-15,-2.34987744629524,1,1
PB.654.2|19087d|path0:18-2105(+)|transcript/11725|m.1119,PB.654.2|19087d|path0:18-2105(+)|transcript/11725,Q91819,aurka-b,66.587,416,116,7,1,1206,1,407,0,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,1731.71058211054,1.02539888767411,0.784965803188281,2.99277263077325,0.20649057087671,0.886779856460901
PB.4770.1|b2a660|path0:1-740(+)|transcript/23793|m.8810,PB.4770.1|b2a660|path0:1-740(+)|transcript/23793,Q9DCJ7,aurkaip1,49.268,205,97,4,1,612,1,199,1.4e-39,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,389.006175562417,1.05865027791521,-0.189761405621195,4.18776531799865,0.711960160521971,1
PB.4771.1|b2a660|path1:1-904(+)|transcript/23255|m.8811,PB.4771.1|b2a660|path1:1-904(+)|transcript/23255,Q9DCJ7,aurkaip1,44.578,166,73,7,1,477,1,154,3.22e-27,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.7325.1|transcript/14532:1-1884(+)|transcript/14532|m.13123,PB.7325.1|transcript/14532:1-1884(+)|transcript/14532,A4IGM9,aurkb,70.3,367,87,5,1,1068,1,356,0,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853,1530.71058211054,1.07027336996474,0.254674823888324,2.58417666376628,0.705711107884595,1
PB.1728.1|40c90a|path0:1-3596(+)|transcript/1892|m.3105,PB.1728.1|40c90a|path0:1-3596(+)|transcript/1892,O77808,avpr2,59.437,355,120,7,58,1068,22,370,3.89e-135,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3567,3244.71058211054,1,-0.0194544647148527,6.46278993498901,0.977541282850122,1
PB.2546.1|5ea58c|path0:1-3344(+)|transcript/2722|m.4699,PB.2546.1|5ea58c|path0:1-3344(+)|transcript/2722,Q9QYP6,azi2,58.394,411,133,11,1,1137,1,405,1.68e-135,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,2984.71058211054,1.26208875351408,-0.55284244964756,5.30816380909193,0.223924849126596,0.909233119613069
PB.2546.2|5ea58c|path0:20-2709(+)|transcript/5459|m.4700,PB.2546.2|5ea58c|path0:20-2709(+)|transcript/5459,Q9QYP6,azi2,51.071,280,102,9,10,753,129,405,2.35e-73,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694,2371.71058211054,2.70471412890345,-0.0966151605192314,1.52115957485972,0.907714774967033,1
PB.7260.1|transcript/1407:1-3843(+)|transcript/1407|m.13002,PB.7260.1|transcript/1407:1-3843(+)|transcript/1407,O14977,azin1,77.951,449,98,1,1,1347,1,448,0,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3812,3489.71058211054,1.02689151620116,0.290185181625905,5.26652876402984,0.531048626976226,1
PB.4373.1|a405ec|path0:1-1099(+)|transcript/22516|m.8044,PB.4373.1|a405ec|path0:1-1099(+)|transcript/22516,P21611,b2m,56.25,64,28,0,222,413,56,119,2e-24,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,566.763147397812,2.84236192789742,0.178013542562569,-0.903683590303668,1,1
PB.4373.2|a405ec|path0:1-991(+)|transcript/22919|m.8045,PB.4373.2|a405ec|path0:1-991(+)|transcript/22919,Q8CIQ3,b2m,55.856,111,49,0,73,405,7,117,3.39e-45,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887,564.763147397812,1.02770247009982,-0.192344590113683,10.0072604476846,0.787162409503012,1
PB.7985.1|transcript/19716:1-1485(+)|transcript/19716|m.13785,PB.7985.1|transcript/19716:1-1485(+)|transcript/19716,Q793U7,b3galnt1,70.968,186,51,2,67,615,34,219,1.65e-88,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,1123.71058211054,1.00608835348417,0.858306621910698,2.46964925422737,0.141952959115272,0.801550469379164
PB.6884.1|transcript/11027:1-2146(+)|transcript/11027|m.12672,PB.6884.1|transcript/11027:1-2146(+)|transcript/11027,Q8NCR0,b3galnt2,86.005,393,55,0,1,1179,108,500,0,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114,1791.71058211054,1.10976518788572,0.28076478934497,3.52557249890767,0.607875801577194,1
PB.6968.1|transcript/11655:1-2081(+)|transcript/11655|m.12743,PB.6968.1|transcript/11655:1-2081(+)|transcript/11655,Q9MYM7,b3galt1,94.172,326,19,0,1,978,1,326,0,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2051,1728.71058211054,1,0.510754380491225,1.56593893984852,0.546013133801394,1
PB.4310.1|a18c6d|path0:1-1971(+)|transcript/13527|m.7933,PB.4310.1|a18c6d|path0:1-1971(+)|transcript/13527,P58158,b3gat3,63.393,336,112,2,175,1152,1,335,2.04e-145,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,1648.71058211054,1.74879598741734,-0.0127249403040125,7.22686252367699,0.983408644615488,1
PB.4310.2|a18c6d|path0:4-1976(+)|transcript/13847|m.7934,PB.4310.2|a18c6d|path0:4-1976(+)|transcript/13847,P58158,b3gat3,63.393,336,112,2,133,1110,1,335,2.05e-145,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885,1562.71058211054,1,-5.12548240610387e-15,-2.34987744629524,1,1
PB.1125.1|2bd829|path0:1-1862(+)|transcript/15531|m.2033,PB.1125.1|2bd829|path0:1-1862(+)|transcript/15531,Q9NY97,b3gnt2,74.559,397,101,0,1,1191,1,397,0,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702,1379.71058211054,1.49978601962406,-0.368828946478457,4.48837322843413,0.41816827656112,1
PB.1125.2|2bd829|path0:17-1861(+)|transcript/15038|m.2034,PB.1125.2|2bd829|path0:17-1861(+)|transcript/15038,Q9NY97,b3gnt2,72.816,309,84,0,1,927,1,309,5.31e-168,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,1486.71058211054,2.26459560376929,0.095304710988783,1.63674428126027,0.890795532287928,1
PB.7328.1|transcript/1457:1-3768(+)|transcript/1457|m.13125,PB.7328.1|transcript/1457:1-3768(+)|transcript/1457,Q864U8,b3gnt5,60,95,38,0,13,297,89,183,7.26e-26,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3733,3410.71058211054,1,-0.199381243713878,5.49773633639035,0.734393981866887,1
PB.7162.1|transcript/13193:1-1987(+)|transcript/13193|m.12916,PB.7162.1|transcript/13193:1-1987(+)|transcript/13193,Q8VI16,b3gnt9,60.127,316,116,4,280,1197,84,399,9.11e-139,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1633.71058211054,1.02786898877156,-1.8916931580141,2.05610879575224,0.0106766124884527,0.237376168621801
PB.1065.1|2980c5|path0:1-3031(+)|transcript/3691|m.1901,PB.1065.1|2980c5|path0:1-3031(+)|transcript/3691,Q00973,b4galnt1,50,156,68,4,94,558,47,193,3.04e-33,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,2640.71058211054,1.08051123425859,-0.520374011479143,4.34196921711932,0.288223892906821,0.951662537380428
PB.1066.1|2980c5|path1:1-1541(+)|transcript/19156|m.1902,PB.1066.1|2980c5|path1:1-1541(+)|transcript/19156,Q10468,b4galnt1,58.503,147,59,2,1,435,386,532,7.28e-55,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511,1188.71058211054,1.07221170486672,-0.463592989752492,3.39271282688001,0.489426821014788,1
PB.1653.1|3ed589|path0:1-1875(+)|transcript/15255|m.3000,PB.1653.1|3ed589|path0:1-1875(+)|transcript/15255,Q80WN8,b4galt3,59.091,352,129,3,4,1041,5,347,1.13e-139,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766,1443.71058211054,1,0.76501317078565,3.40153727588618,0.176786366211086,0.850218121826419
PB.1654.1|3ed589|path1:1-1865(+)|transcript/16212|m.3001,PB.1654.1|3ed589|path1:1-1865(+)|transcript/16212,Q80WN8,b4galt3,59.091,352,129,3,4,1041,5,347,1.13e-139,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.7289.1|transcript/14235:1-1936(+)|transcript/14235|m.13025,PB.7289.1|transcript/14235:1-1936(+)|transcript/14235,Q80WN8,b4galt3,54.777,314,131,3,295,1215,46,355,2.06e-106,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895,1572.71058211054,1,-0.122330433431967,4.93703149183922,0.789745244732899,1
PB.648.1|18ea9c|path0:1-2128(+)|transcript/11305|m.1112,PB.648.1|18ea9c|path0:1-2128(+)|transcript/11305,O60513,b4galt4,67.529,348,105,3,1,1044,1,340,9.18e-164,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.649.1|18ea9c|path1:1-2348(+)|transcript/8802|m.1113,PB.649.1|18ea9c|path1:1-2348(+)|transcript/8802,O60513,b4galt4,67.529,348,105,3,1,1044,1,340,2.72e-163,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2318,1995.71058211054,1,-0.53405767356746,3.89886291317102,0.313415545771484,0.953948723465797
PB.9064.1|transcript/4419:1-2960(+)|transcript/4419|m.14811,PB.9064.1|transcript/4419:1-2960(+)|transcript/4419,L7YAI7,b4gat1,53.149,397,166,8,100,1239,38,431,1.77e-139,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929,2606.71058211054,1,0.493699950330592,3.6059095664939,0.342937719967063,0.969601787088527
PB.8260.1|transcript/21709:1-1256(+)|transcript/21709|m.14034,PB.8260.1|transcript/21709:1-1256(+)|transcript/21709,P0C5J2,b9d1,82.5,200,30,2,79,669,1,198,1.02e-123,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224,901.710582110544,1,-0.881250550810954,3.04469699289437,0.0974864525582946,0.702374149861777
PB.8370.1|transcript/22486:1-1086(+)|transcript/22486|m.14135,PB.8370.1|transcript/22486:1-1086(+)|transcript/22486,Q9BPU9,b9d2,77.714,175,39,0,1,525,1,175,3.97e-101,291,55661,K,Cuculus canorus,104067755,0,live,B9D2,,B9 domain containing 2,B9 domain-containing protein 2|B9 protein domain 2,,Un,,NA,NA,,NA,NA,NA,1056,733.710582110544,1,-0.266421226708866,-0.420319126131959,0.822398583811404,1
PB.8016.1|transcript/19944:1-1468(+)|transcript/19944|m.13813,PB.8016.1|transcript/19944:1-1468(+)|transcript/19944,Q9NWV8,babam1,78.644,295,61,1,205,1089,24,316,5.95e-171,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437,1114.71058211054,1,0.617495405524801,3.5351244095713,0.2312072820974,0.914892797487809
PB.7849.1|transcript/18640:1-1567(+)|transcript/18640|m.13585,PB.7849.1|transcript/18640:1-1567(+)|transcript/18640,Q5ZML0,babam2,96.867,383,12,0,1,1149,1,383,0,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,1212.71058211054,1,-0.0114521407196957,4.57651242818987,0.982173859035206,1
